task_id,seed,condition,a_cards,a_write_linked_cards,b_candidates,b_material_decisions,db_transition,exact_transition,c0_db_match,treatment_db_match,c0_exact_mutation,treatment_exact_mutation,treatment_diagnostics,attributionsstaerke,attributionsbegruendung
42,976305,C2_PREWRITE_CONTROL,0,0,4,0,saved,saved,0,1,0,1,[],,
42,976305,C3_COMBINED_INTERVENTION,7,4,4,0,saved,saved,0,1,0,1,[],,
42,976306,C1_SEMANTIC_SUPPORT,5,3,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""address1"": ""445 Maple Drive"", ""address2"": ""Suite 394"", ""city"": ""Fort Worth"", ""country"": ""USA"", ""operation"": ""modify_pending_order_address"", ""order_id"": ""#W4082615"", ""state"": ""TX"", ""zip"": ""76165""}, ""kind"": ""missing_effect""}]",,
42,976306,C2_PREWRITE_CONTROL,0,0,3,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""address1"": ""445 Maple Drive"", ""address2"": ""Suite 394"", ""city"": ""Fort Worth"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""TX"", ""user_id"": ""mei_patel_7272"", ""zip"": ""76165""}, ""kind"": ""missing_effect""}]",,
42,976306,C3_COMBINED_INTERVENTION,4,3,3,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""9779102705"", ""new_item_id"": ""1096508426"", ""operation"": ""modify_pending_order_items"", ""order_id"": ""#W4082615"", ""payment_method_id"": ""paypal_4768213""}, ""kind"": ""missing_effect""}]",,
43,976301,C1_SEMANTIC_SUPPORT,2,1,0,0,saved,saved,0,1,0,1,[],,
43,976301,C2_PREWRITE_CONTROL,0,0,1,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""address1"": ""1842 W Addison St"", ""address2"": """", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60613""}, ""expected"": {""address1"": ""943 Maple Drive"", ""address2"": ""Suite 356"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60621""}, ""kind"": ""wrong_parameter""}]",,
43,976301,C3_COMBINED_INTERVENTION,0,0,1,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""address1"": ""1842 W Addison St"", ""address2"": ""Apt 3B"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60613""}, ""expected"": {""address1"": ""943 Maple Drive"", ""address2"": ""Suite 356"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60621""}, ""kind"": ""wrong_parameter""}]",,
43,976302,C1_SEMANTIC_SUPPORT,0,0,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""address1"": ""943 Maple Drive"", ""address2"": ""Suite 356"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60621""}, ""kind"": ""missing_effect""}]",,
43,976302,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
43,976302,C3_COMBINED_INTERVENTION,3,1,2,0,broken,broken,1,0,1,0,"[{""actual"": {""item_id"": ""4803681337"", ""new_item_id"": ""2106335193"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W7895761"", ""payment_method_id"": ""paypal_3820631""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
43,976303,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""address1"": ""1234 W Oak Street"", ""address2"": ""Apt 5B"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60622""}, ""expected"": {""address1"": ""943 Maple Drive"", ""address2"": ""Suite 356"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60621""}, ""kind"": ""wrong_parameter""}]",,
43,976303,C2_PREWRITE_CONTROL,0,0,1,0,saved,saved,0,1,0,1,[],,
43,976303,C3_COMBINED_INTERVENTION,3,1,1,0,saved,saved,0,1,0,1,[],,
43,976304,C1_SEMANTIC_SUPPORT,2,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
43,976304,C2_PREWRITE_CONTROL,0,0,1,0,broken,broken,1,0,1,0,"[{""actual"": {""address1"": ""1234 W Monroe St"", ""address2"": ""Apt 5B"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60607""}, ""expected"": {""address1"": ""943 Maple Drive"", ""address2"": ""Suite 356"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60621""}, ""kind"": ""wrong_parameter""}]",,
43,976304,C3_COMBINED_INTERVENTION,0,0,1,0,broken,broken,1,0,1,0,"[{""actual"": {""address1"": ""1234 W Oak Street"", ""address2"": """", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60622""}, ""expected"": {""address1"": ""943 Maple Drive"", ""address2"": ""Suite 356"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60621""}, ""kind"": ""wrong_parameter""}]",,
43,976305,C1_SEMANTIC_SUPPORT,4,1,0,0,saved,saved,0,1,0,1,[],,
43,976305,C2_PREWRITE_CONTROL,0,0,1,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": {""address1"": ""1440 W Taylor St"", ""address2"": ""Apt 5B"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60607""}, ""expected"": {""address1"": ""943 Maple Drive"", ""address2"": ""Suite 356"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60621""}, ""kind"": ""wrong_parameter""}]",,
43,976305,C3_COMBINED_INTERVENTION,0,0,1,0,saved,saved,0,1,0,1,[],,
43,976306,C1_SEMANTIC_SUPPORT,1,0,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""address1"": ""943 Maple Drive"", ""address2"": ""Suite 356"", ""city"": ""Chicago"", ""country"": ""USA"", ""operation"": ""modify_user_address"", ""state"": ""IL"", ""user_id"": ""lucas_santos_6600"", ""zip"": ""60621""}, ""kind"": ""missing_effect""}]",,
43,976306,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
43,976306,C3_COMBINED_INTERVENTION,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
45,976301,C1_SEMANTIC_SUPPORT,2,1,0,0,saved,saved,0,1,0,1,[],,
45,976301,C2_PREWRITE_CONTROL,0,0,1,0,saved,saved,0,1,0,1,[],,
45,976301,C3_COMBINED_INTERVENTION,2,1,1,0,saved,saved,0,1,0,1,[],,
45,976302,C1_SEMANTIC_SUPPORT,2,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
45,976302,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
45,976302,C3_COMBINED_INTERVENTION,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
45,976303,C1_SEMANTIC_SUPPORT,2,1,0,0,broken,broken,1,0,1,0,"[{""actual"": {""item_id"": ""6259501109"", ""new_item_id"": ""2872451762"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W9502127"", ""payment_method_id"": ""paypal_2433177""}, ""expected"": {""item_id"": ""6259501109"", ""new_item_id"": ""7958300294"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W9502127"", ""payment_method_id"": ""paypal_2433177""}, ""kind"": ""wrong_parameter""}]",,
45,976303,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
45,976303,C3_COMBINED_INTERVENTION,2,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
45,976304,C1_SEMANTIC_SUPPORT,2,0,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""6259501109"", ""new_item_id"": ""7958300294"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W9502127"", ""payment_method_id"": ""paypal_2433177""}, ""kind"": ""missing_effect""}]",,
45,976304,C2_PREWRITE_CONTROL,0,0,2,1,broken,broken,1,0,1,0,"[{""actual"": {""item_id"": ""6259501109"", ""new_item_id"": ""2872451762"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W9502127"", ""payment_method_id"": ""paypal_2433177""}, ""expected"": {""item_id"": ""6259501109"", ""new_item_id"": ""7958300294"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W9502127"", ""payment_method_id"": ""paypal_2433177""}, ""kind"": ""wrong_parameter""}]",,
45,976304,C3_COMBINED_INTERVENTION,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
45,976305,C1_SEMANTIC_SUPPORT,2,1,0,0,saved,saved,0,1,0,1,[],,
45,976305,C2_PREWRITE_CONTROL,0,0,1,0,saved,saved,0,1,0,1,[],,
45,976305,C3_COMBINED_INTERVENTION,3,1,1,0,saved,saved,0,1,0,1,[],,
45,976306,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
45,976306,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
45,976306,C3_COMBINED_INTERVENTION,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
49,976301,C1_SEMANTIC_SUPPORT,0,0,0,0,saved,saved,0,1,0,1,[],,
49,976301,C2_PREWRITE_CONTROL,0,0,1,0,saved,saved,0,1,0,1,[],,
49,976301,C3_COMBINED_INTERVENTION,2,1,1,0,saved,saved,0,1,0,1,[],,
49,976302,C1_SEMANTIC_SUPPORT,3,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
49,976302,C2_PREWRITE_CONTROL,0,0,2,1,stable_pass,stable_pass,1,1,1,1,[],,
49,976302,C3_COMBINED_INTERVENTION,0,0,2,1,stable_pass,stable_pass,1,1,1,1,[],,
49,976303,C1_SEMANTIC_SUPPORT,2,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
49,976303,C2_PREWRITE_CONTROL,0,0,2,1,stable_pass,stable_pass,1,1,1,1,[],,
49,976303,C3_COMBINED_INTERVENTION,2,0,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""2757705742"", ""new_item_id"": ""1646531091"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W3470184"", ""payment_method_id"": ""gift_card_7245904""}, ""kind"": ""missing_effect""}]",,
49,976304,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
49,976304,C2_PREWRITE_CONTROL,0,0,2,1,stable_pass,stable_pass,1,1,1,1,[],,
49,976304,C3_COMBINED_INTERVENTION,0,0,2,1,stable_pass,stable_pass,1,1,1,1,[],,
49,976305,C1_SEMANTIC_SUPPORT,2,1,0,0,saved,saved,0,1,0,1,[],,
49,976305,C2_PREWRITE_CONTROL,0,0,2,1,saved,saved,0,1,0,1,[],,
49,976305,C3_COMBINED_INTERVENTION,2,1,1,0,saved,saved,0,1,0,1,[],,
49,976306,C1_SEMANTIC_SUPPORT,2,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
49,976306,C2_PREWRITE_CONTROL,0,0,1,0,broken,broken,1,0,1,0,"[{""actual"": {""item_id"": ""2757705742"", ""new_item_id"": ""8555936349"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W3470184"", ""payment_method_id"": ""gift_card_7245904""}, ""expected"": {""item_id"": ""2757705742"", ""new_item_id"": ""1646531091"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W3470184"", ""payment_method_id"": ""gift_card_7245904""}, ""kind"": ""wrong_parameter""}]",,
49,976306,C3_COMBINED_INTERVENTION,2,0,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""2757705742"", ""new_item_id"": ""1646531091"", ""operation"": ""exchange_delivered_order_items"", ""order_id"": ""#W3470184"", ""payment_method_id"": ""gift_card_7245904""}, ""kind"": ""missing_effect""}]",,
50,976301,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976301,C2_PREWRITE_CONTROL,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976301,C3_COMBINED_INTERVENTION,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976302,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976302,C2_PREWRITE_CONTROL,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976302,C3_COMBINED_INTERVENTION,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976303,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976303,C2_PREWRITE_CONTROL,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976303,C3_COMBINED_INTERVENTION,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976304,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976304,C2_PREWRITE_CONTROL,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976304,C3_COMBINED_INTERVENTION,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976305,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976305,C2_PREWRITE_CONTROL,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976305,C3_COMBINED_INTERVENTION,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976306,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976306,C2_PREWRITE_CONTROL,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
50,976306,C3_COMBINED_INTERVENTION,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976301,C1_SEMANTIC_SUPPORT,2,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976301,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976301,C3_COMBINED_INTERVENTION,2,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976302,C1_SEMANTIC_SUPPORT,3,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976302,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976302,C3_COMBINED_INTERVENTION,2,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976303,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976303,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976303,C3_COMBINED_INTERVENTION,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976304,C1_SEMANTIC_SUPPORT,3,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976304,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976304,C3_COMBINED_INTERVENTION,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976305,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976305,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976305,C3_COMBINED_INTERVENTION,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976306,C1_SEMANTIC_SUPPORT,3,1,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""5996159312"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4689314"", ""payment_method_id"": ""credit_card_8105988""}, ""kind"": ""missing_effect""}, {""actual"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W8855135"", ""reason"": ""no longer needed""}, ""expected"": null, ""kind"": ""extra_effect""}]",,
51,976306,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
51,976306,C3_COMBINED_INTERVENTION,3,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976301,C1_SEMANTIC_SUPPORT,3,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976301,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976301,C3_COMBINED_INTERVENTION,3,1,2,1,stable_pass,stable_pass,1,1,1,1,[],,
53,976302,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976302,C2_PREWRITE_CONTROL,0,0,2,1,stable_pass,stable_pass,1,1,1,1,[],,
53,976302,C3_COMBINED_INTERVENTION,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976303,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976303,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976303,C3_COMBINED_INTERVENTION,2,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976304,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976304,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976304,C3_COMBINED_INTERVENTION,3,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976305,C1_SEMANTIC_SUPPORT,0,0,0,0,saved,saved,0,1,0,1,[],,
53,976305,C2_PREWRITE_CONTROL,0,0,1,1,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""7758198585"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W3916020"", ""payment_method_id"": ""credit_card_8105988""}, ""kind"": ""missing_effect""}]",,
53,976305,C3_COMBINED_INTERVENTION,0,0,1,0,saved,saved,0,1,0,1,[],,
53,976306,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976306,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
53,976306,C3_COMBINED_INTERVENTION,3,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976301,C1_SEMANTIC_SUPPORT,5,3,0,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976301,C2_PREWRITE_CONTROL,0,0,3,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976301,C3_COMBINED_INTERVENTION,4,3,3,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976302,C1_SEMANTIC_SUPPORT,4,3,0,0,saved,saved,0,1,0,1,[],,
54,976302,C2_PREWRITE_CONTROL,0,0,3,0,saved,saved,0,1,0,1,[],,
54,976302,C3_COMBINED_INTERVENTION,4,3,3,0,saved,saved,0,1,0,1,[],,
54,976303,C1_SEMANTIC_SUPPORT,4,3,0,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976303,C2_PREWRITE_CONTROL,0,0,3,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976303,C3_COMBINED_INTERVENTION,5,3,3,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976304,C1_SEMANTIC_SUPPORT,5,3,0,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976304,C2_PREWRITE_CONTROL,0,0,3,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976304,C3_COMBINED_INTERVENTION,5,3,3,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976305,C1_SEMANTIC_SUPPORT,5,3,0,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976305,C2_PREWRITE_CONTROL,0,0,3,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976305,C3_COMBINED_INTERVENTION,4,3,3,0,stable_pass,stable_pass,1,1,1,1,[],,
54,976306,C1_SEMANTIC_SUPPORT,4,3,0,0,saved,saved,0,1,0,1,[],,
54,976306,C2_PREWRITE_CONTROL,0,0,2,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""4900990404"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""5669664287"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""6777246137"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""9862136885"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}]",,
54,976306,C3_COMBINED_INTERVENTION,4,3,3,0,saved,saved,0,1,0,1,[],,
55,976301,C1_SEMANTIC_SUPPORT,7,4,0,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976301,C2_PREWRITE_CONTROL,0,0,4,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976301,C3_COMBINED_INTERVENTION,4,3,3,1,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""4900990404"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""5669664287"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""6777246137"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""8277474082"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7773202"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""9862136885"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}]",,
55,976302,C1_SEMANTIC_SUPPORT,6,4,0,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976302,C2_PREWRITE_CONTROL,0,0,4,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976302,C3_COMBINED_INTERVENTION,7,4,4,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976303,C1_SEMANTIC_SUPPORT,6,4,0,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976303,C2_PREWRITE_CONTROL,0,0,4,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976303,C3_COMBINED_INTERVENTION,6,4,4,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976304,C1_SEMANTIC_SUPPORT,2,0,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""4900990404"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""5669664287"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""6777246137"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""8277474082"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W7773202"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""item_id"": ""9862136885"", ""operation"": ""return_delivered_order_items"", ""order_id"": ""#W4597054"", ""payment_method_id"": ""gift_card_3491931""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W4836353"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}, {""actual"": null, ""expected"": {""operation"": ""cancel_pending_order"", ""order_id"": ""#W7342738"", ""reason"": ""no longer needed""}, ""kind"": ""missing_effect""}]",,
55,976304,C2_PREWRITE_CONTROL,0,0,4,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976304,C3_COMBINED_INTERVENTION,7,4,4,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976305,C1_SEMANTIC_SUPPORT,6,4,0,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976305,C2_PREWRITE_CONTROL,0,0,4,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976305,C3_COMBINED_INTERVENTION,7,4,4,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976306,C1_SEMANTIC_SUPPORT,6,4,0,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976306,C2_PREWRITE_CONTROL,0,0,4,0,stable_pass,stable_pass,1,1,1,1,[],,
55,976306,C3_COMBINED_INTERVENTION,5,3,4,0,stable_pass,stable_pass,1,1,1,1,[],,
56,976301,C1_SEMANTIC_SUPPORT,2,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
56,976301,C2_PREWRITE_CONTROL,0,0,1,0,stable_pass,stable_pass,1,1,1,1,[],,
56,976301,C3_COMBINED_INTERVENTION,0,0,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""8302289002"", ""new_item_id"": ""9534205511"", ""operation"": ""modify_pending_order_items"", ""order_id"": ""#W4284542"", ""payment_method_id"": ""gift_card_9368765""}, ""kind"": ""missing_effect""}]",,
56,976302,C1_SEMANTIC_SUPPORT,2,1,0,0,stable_pass,stable_pass,1,1,1,1,[],,
56,976302,C2_PREWRITE_CONTROL,0,0,0,0,broken,broken,1,0,1,0,"[{""actual"": null, ""expected"": {""item_id"": ""8302289002"", ""new_item_id"": ""9534205511"", ""operation"": ""modify_pending_order_items"", ""order_id"": ""#W4284542"", ""payment_method_id"": ""gift_card_9368765""}, ""kind"": ""missing_effect""}]",,
56,976302,C3_COMBINED_INTERVENTION,3,1,1,0,stable_pass,stable_pass,1,1,1,1,[],,
56,976303,C1_SEMANTIC_SUPPORT,0,0,0,0,stable_fail,stable_fail,0,0,0,0,"[{""actual"": null, ""expected"": {""item_id"": ""8302289002"", ""new_item_id"": ""9534205511"", ""operation"": ""modify_pending_order_items"", ""order_id"": ""#W4284542"", ""payment_method_id"": ""gift_card_9368765""}, ""kind"": ""missing_effect""}]",,
